"Id","IsDeleted","Name","CurrencyIsoCode","SBQQ__AppliedImmediatelyContext__c","SBQQ__AppliedImmediately__c","SBQQ__Bundled__c","SBQQ__ComponentCodePosition__c","SBQQ__ComponentCode__c","SBQQ__ComponentDescriptionPosition__c","SBQQ__ComponentDescription__c","SBQQ__ConfiguredSKU__c","SBQQ__DefaultPricingTable__c","SBQQ__DiscountAmount__c","SBQQ__DiscountSchedule__c","SBQQ__Discount__c","SBQQ__DiscountedByPackage__c","SBQQ__ExistingQuantity__c","SBQQ__Feature__c","SBQQ__MaxQuantity__c","SBQQ__MinQuantity__c","SBQQ__Number__c","SBQQ__OptionalSKU__c","SBQQ__PriceEditable__c","SBQQ__ProductCode__c","SBQQ__ProductConfigurationType__c","SBQQ__ProductDescription__c","SBQQ__ProductFamily__c","SBQQ__ProductName__c","SBQQ__ProductQuantityScale__c","SBQQ__QuantityEditable__c","SBQQ__Quantity__c","SBQQ__QuoteLineVisibility__c","SBQQ__Required__c","SBQQ__Selected__c","SBQQ__SubscriptionScope__c","SBQQ__System__c","SBQQ__Type__c","SBQQ__UnitPrice__c","SBQQ__UpliftedByPackage__c","SBQQ__ProductSubscriptionPricing__c","Memory_Config__c","Hide_Option__c","OSKUProduct_Line__c","FeatureName__c","Image__c","UsPerUnit__c","SBQQ__RenewalProductOption__c","Configuration__c","IsServer__c","Engineering_Options__c","Resource_Location__c","Assumptions_Comments_PM__c","Assumptions_Comments_ER__c","Assumptions_Comments_SA__c","Role__c","Role_Description__c","Cable_Length__c","Deployment__c","Number_of_Areas__c","Area__c","Percent_of_Total__c","Number_of_Sections_and_Subsections__c","Number_of__c"
"a0b1N00000CoL9lQAF","false","PO-000125","USD",,"false","false",,,,,"01t1N00000EURKoQAP",,,,,"false",,"a0a1N0000085v3yQAA",,,"430.0","01t1N00000EURLrQAP","No","H-SVR-DELL","Required","Experience enterprise-class features in the rack-optimized Dell PowerEdge Intel Xeon processor server ideal for your core business applications.","Hardware","Dell PowerEdge Server",,"true","1.0",,"false","false",,"false","Related Product",,"false",,"Performance Optimized","false",,"Hardware","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oi&amp;oid=00D41000000emZ2&amp;lastMod=1478804178000"" alt=""PO-000125"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Dell PowerEdge Server","Experience enterprise-class features in the rack-optimized Dell PowerEdge Intel Xeon processor server ideal for your core business applications.",,,,,"0%",,
"a0b1N00000CoL9LQAV","false","PO-000140","USD",,"false","false",,,,,"01t1N00000EURKdQAP",,,,,"false",,"a0a1N0000085v3ZQAQ",,"1.0","330.0","01t1N00000EURLHQA5","No","SV-MEE",,"Our certified Module Extension Engineers specialize in configuring and customizing the additional modules to a client's specifications, and work closely with the Core System Engineers.","Services","Module Extension Engineer",,"true","4.0",,"false","false",,"false","Related Product",,"false",,"Performance Optimized","false",,"Engineering Resources","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4ov&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000140"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Module Extension Engineer","Our certified Module Extension Engineers specialize in configuring and customizing the additional modules to a client's specifications, and work closely with the Core System Engineers.",,,,,"0%",,
"a0b1N00000CoL9mQAF","false","PO-000154","USD",,"false","false","3.0","8T",,,"01t1N00000EURLrQAP",,,,,"false",,"a0a1N0000085v45QAA","1.0","0.0","330.0","01t1N00000EURLJQA5","No","HD 8TB","Disabled","Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems","Hardware","8TB 7.2k RPM NLSAS 12Gps 3.5 in",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Hard Drive","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4on&amp;oid=00D41000000emZ2"" alt=""PO-000154"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"8TB 7.2k RPM NLSAS 12Gps 3.5 in","Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems",,"Hosted",,,"0%",,
"a0b1N00000CoL9MQAV","false","PO-000066","USD",,"false","false","1.0","2683",,,"01t1N00000EURKyQAP",,,,,"false",,"a0a1N0000085v3lQAA","1.0","1.0","140.0","01t1N00000EURLIQA5","No","INTEL E5-2683","Disabled","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.","Hardware","Intel Xeon E5-2683 v4 2.1GHz,40M Cache,9.60GT/s QPI,Turbo,HT,16C/32T (120W)",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Processor","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oo&amp;oid=00D41000000emZ2"" alt=""PO-000066"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Intel Xeon E5-2683 v4 2.1GHz,40M Cache,9.60GT/s QPI,Turbo,HT,16C/32T (120W)","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",,,,,"0%",,
"a0b1N00000CoL9nQAF","false","PO-000082","USD",,"false","false",,,,,"01t1N00000EURKvQAP",,,,,"false",,"a0a1N0000085v3oQAA",,,"850.0","01t1N00000EURLeQAP","No","REDHAT","Disabled","Red Hat Enterprise Linux delivers military-grade security, 99.999% uptime, support for business-critical workloads.","Software","Red Hat Enterprise Linux",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false","Operating System","Operating System","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pW&amp;oid=00D41000000emZ2&amp;lastMod=1478804180000"" alt=""PO-000082"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Red Hat Enterprise Linux","Red Hat Enterprise Linux delivers military-grade security, 99.999% uptime, support for business-critical workloads.",,,,,"0%",,
"a0b1N00000CoL9NQAV","false","PO-000070","USD",,"false","false","2.0","32GB",,,"01t1N00000EURKyQAP",,,,,"false",,"a0a1N0000085v3YQAQ","8.0","1.0","230.0","01t1N00000EURKuQAP","No","MEM 32GB","Disabled","32GB RDIMM, 2133 MT/s, Low Volt, Dual Rank, x4 Data Width","Hardware","32GB RDIMM, 2133MT/s",,"true","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Memory Capacity","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oy&amp;oid=00D41000000emZ2"" alt=""PO-000070"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"32GB RDIMM, 2133MT/s","32GB RDIMM, 2133 MT/s, Low Volt, Dual Rank, x4 Data Width",,,,,"0%",,
"a0b1N00000CoL9oQAF","false","PO-000163","USD",,"false","false","2.0","16GB",,,"01t1N00000EURKqQAP",,,,,"false",,"a0a1N0000085v48QAA","8.0","1.0","220.0","01t1N00000EURKzQAP","No","MEM 16GB","Disabled","16GB RDIMM, 2133MT/s, Dual Rank, x4 Data Width","Hardware","16GB RDIMM, 2133MT/s",,"true","1.0",,"false","true",,"false","Component",,"false",,,"false",,"Memory Capacity","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oy&amp;oid=00D41000000emZ2"" alt=""PO-000163"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"16GB RDIMM, 2133MT/s","16GB RDIMM, 2133MT/s, Dual Rank, x4 Data Width",,"Hosted",,,"0%",,
"a0b1N00000CoL9OQAV","false","PO-000074","USD",,"false","false","3.0","8T",,,"01t1N00000EURKyQAP",,,,,"false",,"a0a1N0000085v3mQAA","1.0","0.0","330.0","01t1N00000EURLJQA5","No","HD 8TB","Disabled","Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems","Hardware","8TB 7.2k RPM NLSAS 12Gps 3.5 in",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Hard Drive","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4on&amp;oid=00D41000000emZ2"" alt=""PO-000074"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"8TB 7.2k RPM NLSAS 12Gps 3.5 in","Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems",,,,,"0%",,
"a0b1N00000CoL9pQAF","false","PO-000171","USD",,"false","false","1.0","2667",,,"01t1N00000EURLfQAP",,,,,"false",,"a0a1N0000085v4BQAQ","1.0","1.0","110.0","01t1N00000EURKrQAP","No","INTEL E5-2667","Disabled","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.","Hardware","Intel Xeon E5-2667 v4 3.2GHz,25M Cache,9.60GT/s 8C/16T (135W)",,"false","1.0",,"false","true",,"false","Component",,"false",,,"false",,"Processor","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oo&amp;oid=00D41000000emZ2"" alt=""PO-000171"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Intel Xeon E5-2667 v4 3.2GHz,25M Cache,9.60GT/s 8C/16T (135W)","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",,"Hosted",,,"0%",,
"a0b1N00000CoL9PQAV","false","PO-000033","USD",,"false","false",,,,,"01t1N00000EURKvQAP",,,,,"false",,"a0a1N0000085v3gQAA",,,"610.0","01t1N00000EURLKQA5","No","CMPC-5881","Disabled","These accessories offer the proper cable management options to meet varying needs.","Hardware","Tooless Cable Management Rings (Qty 10)",,"true","1.0","Always","false","false",,"false","Component",,"false",,,"false",,"Cable Managment","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pH&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000033"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Tooless Cable Management Rings (Qty 10)","These accessories offer the proper cable management options to meet varying needs.",,,,,"0%",,
"a0b1N00000CoL9qQAF","false","PO-000176","USD",,"false","false","2.0","16GB",,,"01t1N00000EURLfQAP",,,,,"false",,"a0a1N0000085v4CQAQ","8.0","1.0","220.0","01t1N00000EURKzQAP","No","MEM 16GB","Disabled","16GB RDIMM, 2133MT/s, Dual Rank, x4 Data Width","Hardware","16GB RDIMM, 2133MT/s",,"true","1.0",,"false","true",,"false","Component",,"false",,,"false",,"Memory Capacity","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oy&amp;oid=00D41000000emZ2"" alt=""PO-000176"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"16GB RDIMM, 2133MT/s","16GB RDIMM, 2133MT/s, Dual Rank, x4 Data Width",,"Hosted",,,"0%",,
"a0b1N00000CoL9QQAV","false","PO-000032","USD",,"false","false",,,,,"01t1N00000EURKvQAP",,,,,"false",,"a0a1N0000085v3fQAA",,,"520.0","01t1N00000EURLLQA5","No","BSSA-4308","Disabled","Roof Fan Tray promotes bottom to top airflow for an enclosure in zero U of space. It cools by exhausting heat out of the roof of the rack.","Hardware","Roof Fan Tray 750mm - 208V",,"true","1.0","Always","false","false",,"false","Component",,"false",,,"false",,"Air Distribution","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pI&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000032"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Roof Fan Tray 750mm - 208V","Roof Fan Tray promotes bottom to top airflow for an enclosure in zero U of space. It cools by exhausting heat out of the roof of the rack.",,,,,"0%",,
"a0b1N00000CoL9rQAF","false","PO-000180","USD",,"false","false","3.0","4T",,,"01t1N00000EURLfQAP",,,,,"false",,"a0a1N0000085v4DQAQ","1.0","0.0","320.0","01t1N00000EURKsQAP","No","HD 4TB","Disabled","Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems","Hardware","4TB 7.2k RPM NLSAS 12Gps 3.5 in",,"false","1.0",,"false","true",,"false","Component",,"false",,,"false",,"Hard Drive","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4on&amp;oid=00D41000000emZ2"" alt=""PO-000180"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"4TB 7.2k RPM NLSAS 12Gps 3.5 in","Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems",,"Hosted",,,"0%",,
"a0b1N00000CoL9RQAV","false","PO-000045","USD",,"false","false",,,,,"01t1N00000EURKvQAP",,,,,"false",,"a0a1N0000085v3kQAA",,,"1110.0","01t1N00000EURLMQA5","Yes","INST-1000","Disabled","Installation and Assembly by a Infinity Solution Certified techniction","Services","Installation and Assembly of a Maxspace Rack",,"true","1.0","Always","false","false",,"false","Component",,"false",,,"false",,"Installation","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pN&amp;oid=00D41000000emZ2&amp;lastMod=1478804180000"" alt=""PO-000045"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Installation and Assembly of a Maxspace Rack","Installation and Assembly by a Infinity Solution Certified techniction",,,,,"0%",,
"a0b1N00000CoL9sQAF","false","PO-000184","USD",,"false","false","4.0","SFP",,,"01t1N00000EURLfQAP",,,,,"false",,"a0a1N0000085v4EQAQ","1.0","0.0","420.0","01t1N00000EURKtQAP","No","BET X710SFP","Disabled","Delivers superior performance with a theretical thoughtput of 80 Gb/s bidirectional thoughput.","Hardware","Intel X710 Dual Port 10Gb SFP",,"false","1.0",,"false","true",,"false","Component",,"false",,,"false",,"Network Adapter","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4ot&amp;oid=00D41000000emZ2"" alt=""PO-000184"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Intel X710 Dual Port 10Gb SFP","Delivers superior performance with a theretical thoughtput of 80 Gb/s bidirectional thoughput.",,"Hosted",,,"0%",,
"a0b1N00000CoL9SQAV","false","PO-000108","USD",,"false","false",,,,,"01t1N00000EURLpQAP",,,,,"false",,"a0a1N0000085v3vQAA",,,"410.0","01t1N00000EURLNQA5","No","SV-QSE",,"Basic Consulting package for implementation managed by 3rd party SI/Partner on Fixed Fee basis.","Services","Quick Start Enablement",,"false","1.0",,"false","false",,"false","Component",,"false",,"Performance Optimized","false",,"Services","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4ox&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000108"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Quick Start Enablement","Basic Consulting package for implementation managed by 3rd party SI/Partner on Fixed Fee basis.",,,,,"0%",,
"a0b1N00000CoL9tQAF","false","PO-000011","USD","On Selection","true","false",,,,,"01t1N00000EURKvQAP",,,,,"false",,"a0a1N0000085v3eQAA",,,"360.0","01t1N00000EURLgQAP","No","PDU-2027","Disabled","Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.","Hardware","Rack PDU 16A 230V C20 input C13 output",,"true","1.0","Always","false","false",,"false","Component",,"false",,,"false",,"Power Distribution Units","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4p0&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000011"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Rack PDU 16A 230V C20 input C13 output","Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.",,,,,"0%",,
"a0b1N00000CoL9TQAV","false","PO-000086","USD",,"false","false",,,,,"01t1N00000EURKvQAP",,,,,"false",,"a0a1N0000085v3pQAA","1.0","0.0","930.0","01t1N00000EURLPQA5","No","VMW-E","Disabled","vSphere Enterprise includes the full range of vSphere features for transforming datacenters into dramatically simplified cloud computing environments providing the next generation of flexible, reliable IT services.","Software","vSphere Enterprise",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Additional Software","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pe&amp;oid=00D41000000emZ2&amp;lastMod=1478804180000"" alt=""PO-000086"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"vSphere Enterprise","vSphere Enterprise includes the full range of vSphere features for transforming datacenters into dramatically simplified cloud computing environments providing the next generation of flexible, reliable IT services.",,,,,"0%",,
"a0b1N00000CoL9uQAF","false","PO-000042","USD",,"false","false",,,,,"01t1N00000EURKvQAP",,,,,"false",,"a0a1N0000085v3iQAA",,,"440.0","01t1N00000EURLhQAP","No","CMPC-5890","Disabled","The Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.","Hardware","C19 to C20 Power Cable 5'",,"false","1.0","Always","false","false",,"false","Component",,"false",,,"false","Power Cables","Power Cables","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pF&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000042"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"C19 to C20 Power Cable 5'","The Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.","5'",,,,"0%",,
"a0b1N00000CoL9UQAV","false","PO-000002","USD",,"false","false",,,,,"01t1N00000EURKvQAP",,,,,"false",,"a0a1N0000085v3dQAA",,,"130.0","01t1N00000EURLRQA5","No","BMX-1053","Disabled","MaxShell cooling, power distribution, and cable management products work seamlessly with IT enclosures to provide a complete infrastructure support system.  Holds 10 rack units (U's) for a vertical storage rack.","Hardware","MaxShell 10U 600mmx1200mm",,"true","1.0","Always","false","false",,"false","Component",,"false",,,"false",,"Base","<img src=""https://c.na35.content.force.com/servlet/servlet.FileDownload?file=01541000000sUQt"" alt=""PO-000002"" style=""height:55px; width:55px;"" border=""0""/>","10.0",,,"false",,,,,,"MaxShell 10U 600mmx1200mm","MaxShell cooling, power distribution, and cable management products work seamlessly with IT enclosures to provide a complete infrastructure support system.  Holds 10 rack units (U's) for a vertical storage rack.",,,,,"0%",,
"a0b1N00000CoL9vQAF","false","PO-000146","USD",,"false","false","1.0",,,,"01t1N00000EURLrQAP",,,,,"false",,"a0a1N0000085v43QAA","1.0","1.0","120.0","01t1N00000EURLUQA5","No","INTEL E5-2609","Disabled","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.","Hardware","Intel Xeon E5-2609 v4 1.7GHz,20M Cache,6.4GT/s QPI,Turbo,HT 8C/8T (85W)",,"false","1.0",,"false","false",,"false","Component",,"false",,"Performance Optimized","false",,"Processor","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oo&amp;oid=00D41000000emZ2"" alt=""PO-000146"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,"Onsite",,,,"Intel Xeon E5-2609 v4 1.7GHz,20M Cache,6.4GT/s QPI,Turbo,HT 8C/8T (85W)","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",,"Hosted",,,"0%",,
"a0b1N00000CoL9VQAV","false","PO-000084","USD",,"false","false",,,,,"01t1N00000EURKvQAP",,,,,"false",,"a0a1N0000085v3pQAA","1.0","0.0","910.0","01t1N00000EURLSQA5","No","VMW-D","Disabled","vSphere Desktop can be used to power virtual desktops, as well as the underlying infrastructure for the VDI environment.","Software","vSphere Desktop",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Additional Software","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4pe&amp;oid=00D41000000emZ2&amp;lastMod=1478804180000"" alt=""PO-000084"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"vSphere Desktop","vSphere Desktop can be used to power virtual desktops, as well as the underlying infrastructure for the VDI environment.",,,,,"0%",,
"a0b1N00000CoL9wQAF","false","PO-000149","USD",,"false","false",,,,,"01t1N00000EURLrQAP",,,,,"false",,"a0a1N0000085v44QAA","8.0","1.0","210.0","01t1N00000EURLTQA5","No","MEM 8GB","Disabled","8GB RDIMM, 2133MT/s, Dual Rank, x8 Data Width","Hardware","8GB RDIMM, 2133MT/s",,"true","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Memory Capacity","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oy&amp;oid=00D41000000emZ2"" alt=""PO-000149"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"8GB RDIMM, 2133MT/s","8GB RDIMM, 2133MT/s, Dual Rank, x8 Data Width",,"Hosted",,,"0%",,
"a0b1N00000CoL9WQAV","false","PO-000068","USD",,"false","false","2.0","8GB",,,"01t1N00000EURKyQAP",,,,,"false",,"a0a1N0000085v3YQAQ","8.0","1.0","210.0","01t1N00000EURLTQA5","No","MEM 8GB","Disabled","8GB RDIMM, 2133MT/s, Dual Rank, x8 Data Width","Hardware","8GB RDIMM, 2133MT/s",,"true","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Memory Capacity","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oy&amp;oid=00D41000000emZ2"" alt=""PO-000068"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"8GB RDIMM, 2133MT/s","8GB RDIMM, 2133MT/s, Dual Rank, x8 Data Width",,,,,"0%",,
"a0b1N00000CoL9xQAF","false","PO-000152","USD",,"false","false","3.0","1T",,,"01t1N00000EURLrQAP",,,,,"false",,"a0a1N0000085v45QAA","1.0","0.0","310.0","01t1N00000EURLiQAP","No","HD 1TB","Disabled","Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems","Hardware","1TB 7.2k RPM NLSAS 12Gps 3.5 in",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Hard Drive","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4on&amp;oid=00D41000000emZ2"" alt=""PO-000152"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"1TB 7.2k RPM NLSAS 12Gps 3.5 in","Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems",,"Hosted",,,"0%",,
"a0b1N00000CoL9XQAV","false","PO-000062","USD",,"false","false","1.0","2609",,,"01t1N00000EURKyQAP",,,,,"false",,"a0a1N0000085v3lQAA","1.0","1.0","120.0","01t1N00000EURLUQA5","No","INTEL E5-2609","Disabled","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.","Hardware","Intel Xeon E5-2609 v4 1.7GHz,20M Cache,6.4GT/s QPI,Turbo,HT 8C/8T (85W)",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Processor","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oo&amp;oid=00D41000000emZ2"" alt=""PO-000062"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Intel Xeon E5-2609 v4 1.7GHz,20M Cache,6.4GT/s QPI,Turbo,HT 8C/8T (85W)","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",,,,,"0%",,
"a0b1N00000CoL9yQAF","false","PO-000159","USD",,"false","false","1.0","2609",,,"01t1N00000EURKqQAP",,,,,"false",,"a0a1N0000085v47QAA","1.0","1.0","120.0","01t1N00000EURLUQA5","No","INTEL E5-2609","Disabled","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.","Hardware","Intel Xeon E5-2609 v4 1.7GHz,20M Cache,6.4GT/s QPI,Turbo,HT 8C/8T (85W)",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Processor","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oo&amp;oid=00D41000000emZ2"" alt=""PO-000159"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Intel Xeon E5-2609 v4 1.7GHz,20M Cache,6.4GT/s QPI,Turbo,HT 8C/8T (85W)","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",,"Hosted",,,"0%",,
"a0b1N00000CoL9YQAV","false","PO-000075","USD",,"false","false","3.0","8TS",,,"01t1N00000EURKyQAP",,,,,"false",,"a0a1N0000085v3mQAA","1.0","0.0","340.0","01t1N00000EURLVQA5","No","HD 8TBSE","Disabled","Performing like any other hard drive, with the encryption being completely transparent or invisible to the user.","Hardware","8TB 7.2k RPM Self-Encrypting NLSAS 12Gps 3.5 in",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Hard Drive","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4on&amp;oid=00D41000000emZ2"" alt=""PO-000075"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"8TB 7.2k RPM Self-Encrypting NLSAS 12Gps 3.5 in","Performing like any other hard drive, with the encryption being completely transparent or invisible to the user.",,,,,"0%",,
"a0b1N00000CoL9zQAF","false","PO-000162","USD",,"false","false","2.0","8GB",,,"01t1N00000EURKqQAP",,,,,"false",,"a0a1N0000085v48QAA","8.0","1.0","210.0","01t1N00000EURLTQA5","No","MEM 8GB","Disabled","8GB RDIMM, 2133MT/s, Dual Rank, x8 Data Width","Hardware","8GB RDIMM, 2133MT/s",,"true","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Memory Capacity","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4oy&amp;oid=00D41000000emZ2"" alt=""PO-000162"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"8GB RDIMM, 2133MT/s","8GB RDIMM, 2133MT/s, Dual Rank, x8 Data Width",,"Hosted",,,"0%",,
"a0b1N00000CoL9ZQAV","false","PO-000012","USD","On Selection","true","false",,,,,"01t1N00000EURKvQAP",,,,,"false",,"a0a1N0000085v3eQAA",,,"370.0","01t1N00000EURLWQA5","No","PDU-2028","Disabled","Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.","Hardware","Rack PDU 14.4kW, 208V, 3 phase CS8365 input C13 output",,"true","1.0","Always","false","false",,"false","Component",,"false",,,"false",,"Power Distribution Units","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4p0&amp;oid=00D41000000emZ2&amp;lastMod=1478804179000"" alt=""PO-000012"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"Rack PDU 14.4kW, 208V, 3 phase CS8365 input C13 output","Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.",,,,,"0%",,
"a0b1N00000CoLA0QAN","false","PO-000167","USD",,"false","false","3.0","8T",,,"01t1N00000EURKqQAP",,,,,"false",,"a0a1N0000085v49QAA","1.0","0.0","330.0","01t1N00000EURLJQA5","No","HD 8TB","Disabled","Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems","Hardware","8TB 7.2k RPM NLSAS 12Gps 3.5 in",,"false","1.0",,"false","false",,"false","Component",,"false",,,"false",,"Hard Drive","<img src=""https://c.na35.content.force.com/servlet/servlet.ImageServer?id=01541000000H4on&amp;oid=00D41000000emZ2"" alt=""PO-000167"" style=""height:55px; width:55px;"" border=""0""/>","0.0",,,"false",,,,,,"8TB 7.2k RPM NLSAS 12Gps 3.5 in","Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems",,"Hosted",,,"0%",,
